final_tweet,label
Makan kids🥺🥺🥺 besok senin twitter,0
"Faktanya besok itu hari senin
Ditambah hasil akhir 1-5
Yakin tidur nyenyak?",0
omg besok senin,0
besok senin,0
"besok hari senin dan tepat memperingati hari ""mental health sedunia"".. semoga kita semua semakin kuat dan bahagia 💖",0
besok senin wkwk,0
"Anijir... emak2 pada nangis, gara dengar kasus KDRT,semua simpati satu indoneasia... ,polisi pun di buat repot, Gak tau ny masih BUCIN, satu indonesia Kena Prank...🤣🤣🤣🤣",0
@gidle_25 Mayan lah yg di up kuyyy tenggelemin tren kdrt itu ... Akyu bosann.,0
"3. Peristiwa KDRT Lesti dan Billar dilaporkan terjadi di Jalan Gaharu III, Cilandak, Jakarta Selatan",0
@aisha_fass Dia kena kdrt makin beken mbak,0
"@mingimatcha @avalanchesturn @mamaziyan01 @eros0219 Kalo mamahku denger berita ini pasti dia bakal ngomel ngomel,waktu berita kdrt ke up juga dia langsung nanya nanya tetehku yng udh nikah,beliau ini jadi was was 😭😭",0
"1. tanggal 28 September 2022 , Lesti Kejora melaporakan ke Polres Jakarta Selatan, tentang Rizky Billar dengan kasus KDRT",0
pelaku kdrt bakal ngelakuin lebih parah 😢,0
"[askrl] ngebayangin hidup sama pelaku kdrt aja dah serem, ditambah orang² udah pada tau 😭 kalian kalo dah nonton pendapat pakar ekspresi serem loh, katanya si bill ini ekspresinya marah dan dendam pas di prescon penangkapan, bahkan psikolog bilang worst case after that, (cont)",0
ke triggered liat KDRT yang akhir akhir ini dibahas,0
"Denger ni plisss Buat 2 org yg udah ngeprank 1 indonedia
#leslar #riskybillar #kdrt #bucin twitter",0
"@mingimatcha @AREAJULID Wkwk terjadi juga sama sahabatku, waktu hamil dia sering dpt perlakuan kasar suaminya+diselingkuhin, udh gua suruh pisah aja karna KDRT+selingkuh itu tdk bisa di benarkan, eh ujung""nya ttp sama laki'nya dan foto mesra ☺️ anaknya lahir curhat dengan curhatan yg sama
Dahlah bodo",0
"Iyaa, tapi gue juga takutnya malah jadi pembenaran kalo KDRT itu bisa di maafkan. Penjelasan panjang boleh, tp korban jd dicekek lagi besoknya gmn? Kalo yg ke2 ntar mati gmn? Apa penjelasan ini akan nolong? twitter",0
"@indahhikari kita tunggu saja ndah berita selanjutnya, bknnya mndo'akan, tpi daa gmna yaa, pelaku kdrt mah kyanya ga smudah itu deeh berubah 🤣",0
Alasan Polisi Masih Tahan Rizky Billar Meski Lesti Cabut Laporan KDRT tren,0
"@detikcom Laki2 klo sudah Melakukan KDRT krna Perselingkuhan susah untuk Berubah nya.
Krna saya prnah merasakan nya.
KDRT dan Perselingkuhan 4x saya diam kan, dan akhirnya saya Lelah Ampe kurus badan...dan saya Mengajukan Cerai.. Alhamdulillah skrng udah dpt yg  Baik..",0
"Bahkan ada yang bilang Lesti tiba-tiba cabut laporan kdrt karena sayang uang endorse mereka yang cukup besar
Selain bucin gak ketulungan, sifat mata duitan ini perlu dikendalikan
Yakali hampir meninggoy karena kdrt eh malah mau dibatalin
Aneh gak tuh
Kasian fans kena prank twitter",0
"Tunggu KDRT ke2, ke3, ke4 dst....baru kau sadar lesti 🤧 twitter",0
Berarti lu siap di kdrt lg yak? Maap w bingung twitter,0
@RANGERmounts hahaha bengeeeppp karena oplas… bukan kdrt mah ituuu… 🤣🤣🤣,0
"@belindch I’m so so sorry to hear that, Mba. 

Kita liat aja lah nantinya gimana. Kalo emang settingan-nya beneran mah nyebelin abis sih. Bisa bikin orang makin gak peduli sm KDRT. 😔",0
"@nclsskn @andienaisyah Tahu, tp saking manipulatifnya si pelaku, smpe korban blg sm sodara2nya atau temennya bahwa dia gpp, atau dia yg slh. Yg lbh parah lg byk korban kdrt yg dibuat putus hubungan sm kluarga dan teman2nya. Mgkn aja disuruh milih, pelaku (suami)atau mereka.",0
Sangat disayangkan ya banyak korban kdrt mudah luluh karna pelaku mohon mohon minta maaf dengan dramatis. Padahal itu cara manipulatif pelaku :( dan bakalan terus kejadian terus. Sedih kalau alasannya karna anak. Padahal anak bisa trauma kalau tau ibunya sering dipukulin bapaknya,0
@theanatta Astagfirullah kdrt,0
"@deckyGio @adelladellaide gk sesederhana itu
apalg ini kdrt
bisa jd lesty pertimbangannya takut anaknya dihap ati diapa2in sm keluarga lakinya
krn selama ini hukum yg ngatur kasus ortu-anak kandung disepelein mulu",0
"@kimchimashiso Iya.. memang berat bangeet.. palagi pas lagi sayang , dia selingkuh dan berujung kdrt.. ,saya hampir buta ditonjok pas di mata..
Ya Allah.. memang butuh waktu.., tapi Alhamdulillah.. justru saat ini jauh lebih baik.",0
"@pn7l7h Siap-siap lah menerima KDRT jilid 2 dan semua netizen akan nyorakin...""mampus lo goblok""🤪😂😝🤣😎😵‍💫🤮",0
@Askrlfess Udah kdrt terus selingkuh apa ga takut sama penyakit kelamin pas liat masa lalu cowonya ya,0
@andienaisyah Moga2 si RB yg janji akan berubah bener2 berubah shg si dedek tdk kembali jadi korban KDRT trus lapor polisi lagi &amp; lagi.,0
@ribonk Tul. Peduli kdrt sih bagus tp ranah keluarga orang jg ada batas yg ga bole kita lewati,0
@Dyslexia19_ Wkwkwkwkkw jane sih ragagaa mas..mung gagas e goro2 kdrt ne kui....eh malah njabut...wkwkwkw pekok tenan🤣🤣🤣...hatkor opo helikopter mas...wkwkwkwk,0
@KompasTV Bentuk sangat mencintai = melakukan kdrt 🤢,0
"@Askrlfess Ga papa dede memang fetisnya BDSM mungkin atau memang mereka itu KDRT di artikan Keseruan Dalam Rumah Tangga.
Jadi ya sedikit ada rasa gore dan masokis nya",0
Siklus KDRT @mardiasih @tunggalp @lyndaibrahim @okkymadasari @Gyoucancallme @sheknowshoney @Yettidewi twitter,0
"Orang orang pada heboh bahas KDRT, gua mau bahas KDRT, KK aja masih ngikut ortu.",0
Komnas Perempuan memahami dan menghormati pilihan Lesti Kejora mencabut laporan polisi terkait KDRT yang dilakukan Rizky Billar. www.tauberita,0
"@detikcom Klo emang masih cinta ngapain laki d laporin KDRT, Nikmati aja KDRT nya klo masih Cinta...
Ibarat kata Menjilat Ludah Sendiri klo Bgitu..
Lapor k Polisi atas Tindakan KDRT, tpi Giliran laki nya d penjara mau Mencabut Laporan... polisi mah ude bener, menindaklanjuti laporan mu.",0
"Ya gitu lah pemain Sinetron drama Indosiar, sangat menjiwai
Bahkan diterapkan dalam hidupnya.
 KDRT - Lapor - (di ancam/kena mental) - cabut laporan - damai - KDRT lagi - kumenangis - tolol - bulol .
#kdrt #lesti",0
"Jokowi melalui arahannya kepada Pemko Bandung bakal mulai menyalurkan bantuan langsung tunai (BLT) total senilai Rp2 miliar untuk 4.000 pelaku usaha mikro kecil dan menengah (UMKM).

#BWDNtoJakarta | Lesti | KDRT | #BersatuCiptakanRIMaju | Koh Steven twitter",0
Komnas Perempuan memahami dan menghormati pilihan Lesti Kejora mencabut laporan polisi terkait KDRT yang dilakukan Rizky Billar. www.tauberita,0
"KDRT HAMPIR SELALU KORBANNYA ADALAH CEWE.
DAN CEWE BAGAIMANAPUN, HATINYA MUDAH LULUH, DENGAN RAYUAN, BUJUKAN, BAHKAN TANGISAN.

SELANJUTNYA TERSERAH ANDA.
EMANG MASALAH BUAT GUE.....? twitter",0
"#Cuaca #CuacaBMKG #BMKG: @NabilaSlsbillah: 'Pas banget cuaca kayak gini crott bareng kamu
Tag Sangcok BRImo Bank Mandiri #JumatBerkah Leslar 1,1 M Perang Bintang Prime Video KDRT ' twitter, see more tweetedtimes",0
"@detikcom Percayalah pasti anaknya lebih bahagia hidup berdua dengan ibunya daripada keluarga bersama tapi harus melihat ibunya tersiksa, kasian mantal anak. kdrt dan selingkuh itu gak ada obatnya. kenapa gak kaya ATT aja ketika suami gitu walau hamil milih pisah.",0
"Apakah ku harus KDRT dulu biar ngga ditinggal sama pasangan ?
Stockholm syndrome itu emang beneran ya ternyata.",0
"Leslar itu juga satu managemen bisnis, bisa saja mreka punya bisnis2 tertentu atas nama mreka berdua, yg bisa  kacau jika mreka sampai bercerai atau bilar dipenjara. Lesti bsa saja marah saat kdrt ,tp stelah kemarahan mereda, dia dn orang skelilingnya mulai berhitung.",0
Tinjauan Hukum Perdamaian KDRT Rizky Biliar vs Lesti Kejora dlvr twitter,0
Di KDRT jg nahan aja atau cuma drama hahaa twitter,0
"@rickasun09 Mbkq aj milih balikan Mb..
Udah g KDRT se skrg..
Cuma y ggitu susah diajak kembali k jalan Allah
Moga2 umrahnya kmrn bisa ngembalikan dia..
Kasihan keluarganya",0
"Sebenarnya masalahnya itu PDA. Mesra-mesraan masuk TV dan socmed, trus kasus KDRT masuk TV dan socmed. 
Ya jangan heran kalo nanti udah baikan masuk TV dan socmed lagi. 
Ya jangan heran kalo orang mikir ini settingan demi rating.",0
@detikcom Gak ndungakno dibaleni maneh. Tapi kdrt dan slingkuh iku wes haluan. Gaiso prei,0
"Pagi2 baca tweet ttg kdrt, jadi inget sama kejadian 5 taun lalu. Sempet deket sama orang yg cukup temperamental, marah ga jelas over the small things sampe dia mukul tembok depan muka gue. Hari itu juga I decided to leave. Ya masa nunggu sampe muka gue kena tonjok 🙃",0
"@andienaisyah @vjdaniel @MerryRiana Aku sdh nonton podcast Andien dgn Daniel, tp tetep kubaca tweet ini. Semoga semua korban kdrt segera sadar &amp; memilih jln yg benar sebelum mati konyol",0
"Lesti Membuat Kesepakatan Dengan Rizky Billar, Menjadi Penyebab Keberanian Membatalkan Laporan KDRT cariviral",0
"@wulanhumaira2 Lesty parah, menurut saya berdasarkan pengalaman saya. Itu akan terulang lagi dan lagi, ini saya bukan yg lain dan saya yg pernah mengalaminya. KDRT dari fisik sampai verbal secara fisik mungkin akan sakit badan saja tp kl KDRT secara verbal trs akan membekas",0
"Lesti itu tipikal cwe kampung mendadak kaya dpt cwo ganteng jd biar di KDRT nahan diri aja yg penting ttp status menikah, ga aneh emang modelan gtu ya ttp aja ga bisa berubah bawaanya, mknya inul aja suport dia krn semodel 😁",0
@detikcom Daaaan terjadi lagilah si korban KDRT tunduk kembali ke pelaku KDRT. Entah krn Lesti takut atau gmn ya 🙄,0
@mbulmbulmbull @GePamungkas Dikira kdrt ternyata fetish,0
"Tadinya mikir gini, wah bagus nih ada preseden supaya korban KDRT lainnya berani melawan abusernya tp ternyata LK cabut laporan 😔. Tp pas liat interview LK bahwa alasan dia karena anak jadi sadar keluar dari toxic &amp; abusive relationship itu susah. Semoga support systemnya kuat. twitter",0
"@treasuremenfess GW kira edit juga soalnya ruto ky bikin tembok pembatas anj, pasti dia salting klo ngeliat mba lisa 😂",0
GSG9OO ANG GANDA TALAGA NI LISA 😭😭,0
Lisa sama Haruto ini apa ngerti ya kalo mereka banyak yg ngeship emak anak,0
wow haruto lisa challenge bareng,0
"Tumben ada blink yang waras. Nah gini dong peduli juga ama lisa👍 Pdhl masih ada 3 kategori lain buat bp, gausah dibawa ribet lah kalo emang lu real ot4 dan bukan blink abal abal, lu masih bisa vote bp di kategori lain, dan vote lisa di best kpop. twitter",0
@SmokeyLisa_eth Lisa is scampi 🤠,0
gakuattt haruto sm lisa lucu bangetttt,0
@lisa_j_ana Kenapa siiiih ini kenapaaaa?????,0
LISA twitter,0
@lisa_j_ana Siapaaaaa? Berani2’nya ganggu bestie ulun 😂😂,0
"@_tsutsutsutsu_ WARGHHHHH MAMI LISA TOP TIER, tiap ngeliat beliau rasanya pengen disayang-sayang dan diayomi",0
"HARUTO X LISA OMG IM SCREAMING
GABISA GABISA INI LUCU BANGET FAKKK twitter",0
@lisa_j_ana Iisss kenapa ini? Ada apaaaa?,0
"kira2 haruto lisa tiktokan b2 gara2 kaga sengaja ketemu atau gimana ya😔
#HARUTO #LISA twitter",0
@lisa_j_ana Wkwkwkwwk senang banar hobi,0
@Snezo_Ntaka Job well done akubalulekanga uyithole kanjani imali okubaluleki is that u didn something beautiful with it 😊well done my guy ❤️❤️❤️,0
@lisa_j_ana Wkwkwk aselii mrk ni seperti mba mba ribut banar dr awal sampe akhir wkwk,0
@LisaMarieUG Hi Lisa,0
"@KelinciPaskah Lisa, Beidou, Xinyan, Rosaria 🤣",0
@lisa_j_ana Selamatkan suami mu min yoongi wkwk,0
@Lisa_Akh @justbongza Andoyiki mna shame,0
"Gimana pamernya ruto pas balik ke dorm ""HYUUUUNG GUE TIKTOKAN BARENG TEH LISA WEEEEW""",0
Lisa best kpop,0
jakarta tambah macet itu juga gaya hidup hasil gubernur banyak ngibul twitter,0
@lisa_j_ana Bujur bujur pelawak wkwkwm,0
@SameDeon @Lisa_Akh Or ubambe ijazi lami? twitter,0
Jennie ketularan lisa bahasanya 😆 twitter,0
@rickburin Mona Lisa,0
"@khailunax ada beberapa akun blink gede, yg blg buat vote lisa, nah 3 nominasi lain baru vote bp. solo stan ngamuk, knpa gak pilih grup🤣
trus bikin tweet kek nyinggung tapi ngarah ke 'jeleki lisa' sama mutual gue di like. dahal yg bikin tweet solo stan yg gak suka lisa😅",0
@lisa_j_ana Wkwkkw aseli kek bayiii hahaha..,0
lebih mendukung jika muncul kapel lisa ruto dripda jeni v,0
@lisa_j_ana Wkwkwkwwkkwk asli ngakak heh ada2 aja yg ngedit,0
baru bgt blg suka treasure trs tbtb lisa bkin konten berdua sm haruto☺☺☺☺☺☺☺,0
@lisa_j_ana Hahahahaah,0
@lisa_j_ana Wkwkwk iyakan?,0
Gimana yaa w dari tadi ga bisa stop nontonin Haruto x Lisa 😭😭🤎,0
@jnnrbyjne_ salfok lisa nangis,0
