final_tweet,label
"Rekomendasin ootd kondangan nathalie tulle dotty setðŸ˜masyaallah bagus banget bahannya adem suka dehðŸ¤©spill outfitnya disiniâ¬‡ï¸â¬‡ï¸
 ðŸ–‡shope
 ðŸ–‡shope
 
 #ootdhijab #dresskondangan #outfitinspiration #à¸šà¸±à¸§à¸œà¸±à¸™à¸Ÿà¸±à¸™à¸¢à¸±à¸š #FYP twitter",1
"ðŸ”— Rekomendasi Jaket Parasut ðŸ”—
 
 Jaket keren yang ga hanya membuatmu tambah hangat, tapi juga tambah cool.
 
 A Thread â¤µï¸ twitter",1
"âœ¨Racun Shopeeâœ¨
 
 Rekomendasi jam tangan kayu Lokal Brandâœ¨
 
 1 : shope
 2 : shope
 3 : shope
 4 : shope
 â€”
 Rans entertainment #RedVelvetBirthdayParty yeri 2023 mama awards rafi ahmad gigi love shot anya kookie up twitter",1
"Rekomendasi Ssneakers keren dengan harga Afrodableâœ¨
 #RacunTokped
 
 A Thread...",1
"Cermin Putar Kayu 
 
 Rating : 4,9
 ðŸ’µ : shp twitter",1
"Meja Sudut Minimalis 
 
 Rating : 4,8
 ðŸ’µ : shp twitter",1
"Rak Susun Serbaguna 
 
 Rating : 4,8
 ðŸ’µ : shp twitter",1
"Gorden Minimalis Motif Premium Montero 
 
 Rating : 4,8
 ðŸ’µ : shp twitter",1
"Lemari Rak Buku Serbaguna 
 
 Rating : 4,7
 ðŸ’µ : shp twitter",1
"Meja Belajar Meja Kerja 
 
 Rating : 4,7
 ðŸ’µ : shp twitter",1
"Karpet Bulu Rasfur Premium Tebal 5,5cm (160 X 100) 
 
 Rating : 4,7
 ðŸ’µ : shp twitter",1
"Ambalan Dinding Minimalis 
 
 Rating : 4,6
 ðŸ’µ : shp twitter",1
"Stand Hanger Baju Gantungan 
 
 Rating : 4,8
 ðŸ’µ : shp twitter",1
"Lemari Kamar Tidur 
 
 Rating : 4,8
 ðŸ’µ : shp twitter",1
"Mini Proyektor Portable 
 
 Rating : 4,7
 ðŸ’µ : shp twitter",1
"Inspirasi Kamar simple low budget
 
 ðŸ”¥ðŸ”¥ Sebuah Utas twitter",1
"Rekomendasi shopee ðŸŠ
 Baju pakaian atasan wanita kekinian ootd viral fashion murah busana lengan panjang perempuan cewek Cek Kemeja Wanita Polos Casual Blouse basic Kombinasi Warna Lengan Panjang Kekinian Moscrepe 084 A wn dengan harga Rp9.500 - Rp59.900 shope twitter",1
"Vest Knitwear One Side Cable Rompi Rajut Pria / Rompi Formal Pakaian Pria Slim Tebal Hangat dan Halus - Gayadotcom Indonesia [KNT 112] 
 
 Rating : 4,8
 ðŸ’µ : shp twitter",1
"Rekomendasi shopee ðŸŠ
 Celana panjang wanita kekinian ootd viral fashion murah bawahan highwaist kulot perempuan cewek Cek Celana panjang wanita baru slim-fit high-waist straight-leg wide-leg jeans celana highwaist wanita dengan harga Rp89.000 - Rp105.000 shope twitter",1
"Kacamata las otomatis auto darkening 
 
  shope
 
 Now Trends â€¢ south Korea Raffi Ahmad Serbia Anya forensik bye bye Kaskus Irene #ì‚¬ëž‘í•˜ëŠ”ì°¬ì—´ì•„_ìƒì¼ì¶•í•˜í•´ #FIFAWorldCup #FIFAWorldCup2022 twitter",1
"- OUTER CANTIK -
 
 ðŸ–‡ï¸ shope
 
 T. Senin #barugajian ANYA FORENSIK #SiBiruBiru Shopee-ku Rafi Ahmad twitter",1
"Rekomendasi shopee ðŸŠ
 Skincare untuk kulit wajah mencerahkan melembabkan memperbaiki lapisan kulit skin barrier cerah putih murah viral kekinian Cek Kelly Pearl Cream 15gr - 5gr - Krim Wajah - Foundation dengan harga Rp4.900 - Rp8.700. Dapatkan sekarang! shope twitter",1
"Rekomendasi shopee ðŸŠ
 Baju pakaian atasan wanita kekinian ootd viral fashion murah busana lengan panjang perempuan cewek kemeja motif gambar bunga flora trendy Cek GFS NEW ARRIVAL MIRSANY SHAKILA BLOUSE dengan harga Rp39.999. Dapatkan di Shopee sekarang! shope twitter",1
"Kombinasi produk-produknya HAUFF asli sih bikin perubahan drastis di wajah mimin, next mimin pasti repeat order, dan rekomendasi bgt buat kalian pake 
 
 Untuk produknya kalian bisa cari di Toko Online:
 Shopee: shope
 Tokopedia:tokopedia",1
"Rekomendasi shopee ðŸŠ
 Celana panjang wanita kekinian ootd viral fashion murah bawahan highwaist kulot perempuan cewek Cringkle Cek AFI - EC - â­ï¸ PREMIUM AIRFLOW CRINCLE â­ï¸ Viora Pants kulot CRINCLE dengan harga Rp37.500. Dapatkan di Shopee sekarang! shope twitter",1
"Rekomendasi Moisturizer Untuk Memperkuat &amp; Merawat Skin Barrier
 
 A thread twitter",1
